long_name,var,season,year,CMIP,scen,GCM_scen,sim_type,mn_val,z_score
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2087,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,4.395612709,0.762452913
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2088,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,4.904936305,1.325560477
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2089,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,3.608567535,-0.107703297
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2090,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,5.280763454,1.741074527
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2091,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,2.716605753,-1.093855185
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2092,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,4.202651826,0.54911559
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2093,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,5.653677963,2.153368366
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2094,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,3.803808607,0.108155001
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2095,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,4.403475298,0.771145783
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2096,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,4.450291215,0.822905405
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2097,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,5.214225128,1.667509832
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2098,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,5.165462871,1.613598339
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2099,K20P19_CMIP6,ssp126,gfdl_ssp126,proj,4.552512047,0.935920635
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1970,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.386405365,-0.772351899
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1971,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.436560434,-1.531481739
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1972,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.222261399,-1.702752634
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1973,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.192714322,-0.927152589
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1974,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.006331663,-1.076112313
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1975,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.508007951,-1.474379847
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1976,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.034442904,-1.852859899
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1977,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.047677318,-0.243853768
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1978,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.768361388,0.33212739
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1979,K20P19_CMIP6,ssp126,cesm_ssp126,hind,5.187521548,0.667126267
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1980,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.387979127,0.028120372
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1981,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.462598703,0.087757419
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1982,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.022610181,-0.263887787
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1983,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.979199849,-0.298581953
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1984,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.559969322,-1.432851567
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1985,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.135523866,-0.97286003
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1986,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.944461848,-1.125559566
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1987,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.305754246,-0.037594945
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1988,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.45261702,-0.719434584
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1989,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.042507605,-0.247985477
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1990,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.746120933,-0.484862002
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1991,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.267097519,-0.86770446
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1992,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.504586819,-1.477114066
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1993,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.41292815,0.048059993
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1994,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.440562767,-0.729068518
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1995,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.59429974,-1.405414199
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1996,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.741786538,-0.488326113
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1997,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.963611108,-1.110255199
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1998,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.932059748,-0.336257006
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1999,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.382748523,-1.574488998
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2000,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.063150277,-1.030702052
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2001,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.334737182,-0.81364586
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2002,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.666023843,-0.548876758
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2003,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.056594704,-0.236726863
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2004,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.649319098,-0.562227432
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2005,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.727636859,-0.499634742
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2006,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.767278177,-1.267167324
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2007,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.20357739,-1.717685165
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2008,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.203681776,-1.717601739
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2009,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.254929417,-1.676643881
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2010,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.220627029,-1.704058847
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2011,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.72386844,-1.301861015
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2012,K20P19_CMIP6,ssp126,cesm_ssp126,hind,1.812994063,-2.029845023
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2013,K20P19_CMIP6,ssp126,cesm_ssp126,hind,2.529435917,-1.457254307
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2014,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.735484308,-0.493362947
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2015,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.713156844,-0.51120738
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2016,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.627213258,0.219319758
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2017,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.060817617,-1.032566347
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2018,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.355822813,0.00242058
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2019,K20P19_CMIP6,ssp126,cesm_ssp126,hind,4.264651103,-0.070445173
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2020,K20P19_CMIP6,ssp126,cesm_ssp126,hind,3.045265935,-1.044995477
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2021,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.927639214,0.459424537
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2022,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.510019785,0.924871534
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2023,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.453102934,0.080168263
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2024,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.893617749,0.43223409
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2025,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.494070494,0.112910131
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2026,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.160756363,0.645735143
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2027,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.638658793,-0.570747302
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2028,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.209889747,-0.114211243
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2029,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.477402582,-0.699625604
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2030,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.459068454,-0.714278505
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2031,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.00975236,0.525050554
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2032,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.270574159,-0.06571138
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2033,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.895411454,-0.365546853
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2034,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.320940747,-0.824672171
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2035,K20P19_CMIP6,ssp126,cesm_ssp126,proj,2.110493525,-1.79207914
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2036,K20P19_CMIP6,ssp126,cesm_ssp126,proj,2.750017877,-1.280962006
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2037,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.801418368,-0.44066749
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2038,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.276186299,0.737988421
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2039,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.689980921,0.269484584
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2040,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.690307296,0.269745428
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2041,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.009214237,0.524620479
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2042,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.981368948,0.50236612
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2043,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.724847381,-0.501864133
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2044,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.697474743,0.275473755
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2045,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.862045745,1.206215785
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2046,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.001642456,1.3177835
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2047,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.686075359,1.0655777
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2048,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.791436642,1.149783966
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2049,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.894921281,1.232490389
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2050,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.03141074,0.542360246
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2051,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.92815141,1.25904839
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2052,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.512779405,-0.671351934
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2053,K20P19_CMIP6,ssp126,cesm_ssp126,proj,2.620658358,-1.384348009
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2054,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.074020509,-0.222799907
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2055,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.701461525,-0.520554448
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2056,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.169339102,-0.945834403
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2057,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.206631886,0.682399526
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2058,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.683280846,1.063344285
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2059,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.432892959,1.662445154
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2060,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.352607578,0.799065415
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2061,K20P19_CMIP6,ssp126,cesm_ssp126,proj,3.864903156,-0.389929528
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2062,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.180167041,-0.13796606
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2063,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.90958736,0.444997235
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2064,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.469039736,0.092905186
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2065,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.607011485,0.203174208
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2066,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.365095014,0.809045555
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2067,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.189644052,0.668822603
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2068,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.726688074,1.098035972
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2069,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.527433505,0.938788831
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2070,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.134422129,0.624688441
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2071,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.939852879,1.268400374
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2072,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.679861664,0.261397128
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2073,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.207322164,-0.116263292
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2074,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.003732626,0.520239496
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2075,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.000625314,-0.281458411
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2076,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.01548544,0.529632516
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2077,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.397708664,0.835110858
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2078,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.861188558,1.205530708
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2079,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.453047297,0.879338295
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2080,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.284764158,1.544058469
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2081,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.3468946,1.593714018
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2082,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.908904798,1.243666219
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2083,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.31334895,1.566903849
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2084,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.360541808,0.805406567
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2085,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.748802784,1.115710368
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2086,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.782886628,0.343736172
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2087,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.424799886,1.655977053
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2088,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.758914498,1.123791796
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2089,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.778120132,1.139141218
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2090,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.167046028,0.650761935
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2091,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.790272027,1.148853188
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2092,K20P19_CMIP6,ssp126,cesm_ssp126,proj,5.413611843,0.847820909
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2093,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.397981044,1.634543046
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2094,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.472892948,1.694413725
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2095,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.629989311,1.819967416
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2096,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.502906381,1.718400896
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2097,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.249803222,1.516117181
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2098,K20P19_CMIP6,ssp126,cesm_ssp126,proj,6.512520918,1.726084973
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2099,K20P19_CMIP6,ssp126,cesm_ssp126,proj,4.998272561,0.515875732
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1970,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.386405365,-0.585935478
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1971,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.436560434,-1.430689889
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1972,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.222261399,-1.621278951
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1973,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.192714322,-0.75819661
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1974,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.006331663,-0.923957955
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1975,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.508007951,-1.367147301
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1976,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.034442904,-1.788317272
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1977,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.047677318,0.00217357
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1978,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.768361388,0.643121399
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1979,K20P19_CMIP6,ssp585,miroc_ssp585,hind,5.187521548,1.015905822
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1980,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.387979127,0.304824503
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1981,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.462598703,0.371188194
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1982,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.022610181,-0.020120147
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1983,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.979199849,-0.058727575
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1984,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.559969322,-1.320934918
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1985,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.135523866,-0.809059533
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1986,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.944461848,-0.978982515
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1987,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.305754246,0.231696955
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1988,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.45261702,-0.527049458
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1989,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.042507605,-0.002424168
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1990,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.746120933,-0.266018719
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1991,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.267097519,-0.692043145
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1992,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.504586819,-1.37018992
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1993,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.41292815,0.327013174
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1994,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.440562767,-0.537770033
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1995,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.59429974,-1.290402806
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1996,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.741786538,-0.269873557
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1997,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.963611108,-0.961951922
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1998,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.932059748,-0.100652111
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1999,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.382748523,-1.478548068
