long_name,var,season,year,CMIP,scen,GCM_scen,sim_type,mn_val,z_score
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2000,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.063150277,-0.873425733
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2001,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.334737182,-0.631887111
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2002,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.666023843,-0.337253894
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2003,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.056594704,0.01010434
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2004,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.649319098,-0.352110431
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2005,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.727636859,-0.282457721
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2006,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.767278177,-1.136562645
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2007,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.20357739,-1.637895768
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2008,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.203681776,-1.637802931
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2009,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.254929417,-1.592225312
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2010,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.220627029,-1.622732495
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2011,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.72386844,-1.175169543
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2012,K20P19_CMIP6,ssp585,miroc_ssp585,hind,1.812994063,-1.985265088
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2013,K20P19_CMIP6,ssp585,miroc_ssp585,hind,2.529435917,-1.348090118
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2014,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.735484308,-0.275478511
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2015,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.713156844,-0.295335672
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2016,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.627213258,0.51758985
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2017,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.060817617,-0.875500308
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2018,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.355822813,0.276225952
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2019,K20P19_CMIP6,ssp585,miroc_ssp585,hind,4.264651103,0.195141449
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2020,K20P19_CMIP6,ssp585,miroc_ssp585,hind,3.045265935,-0.889331357
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2021,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.801239141,0.67236157
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2022,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.459965127,0.368845996
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2023,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.432812628,0.34469764
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2024,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.307426322,-0.656176307
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2025,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.210761475,0.147214151
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2026,K20P19_CMIP6,ssp585,miroc_ssp585,proj,2.859980442,-1.054116927
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2027,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.061158087,0.014162832
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2028,K20P19_CMIP6,ssp585,miroc_ssp585,proj,2.994375309,-0.934591462
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2029,K20P19_CMIP6,ssp585,miroc_ssp585,proj,2.941178499,-0.981902595
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2030,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.354679992,-0.614150767
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2031,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.187683914,-0.762670455
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2032,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.795517535,-0.22208734
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2033,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.011338084,-0.919505443
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2034,K20P19_CMIP6,ssp585,miroc_ssp585,proj,2.516368748,-1.359711539
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2035,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.380677528,-0.59102959
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2036,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.081016526,-0.8575362
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2037,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.115249185,-0.827091031
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2038,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.999269481,0.8484819
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2039,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.575395879,0.471505529
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2040,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.764279604,-0.249869117
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2041,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.256744267,-0.701250917
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2042,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.564766745,-0.427307941
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2043,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.652780645,-0.349031869
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2044,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.580285162,-0.413506476
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2045,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.296404435,0.223381603
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2046,K20P19_CMIP6,ssp585,miroc_ssp585,proj,2.600101479,-1.285242969
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2047,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.193144064,-0.757814415
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2048,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.203223023,0.140509751
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2049,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.272172019,1.091190593
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2050,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.484194173,1.279754688
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2051,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.994037583,-0.045531482
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2052,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.075983634,0.916708425
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2053,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.707940199,0.58938519
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2054,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.286503985,-0.674783803
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2055,K20P19_CMIP6,ssp585,miroc_ssp585,proj,2.973078826,-0.953531709
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2056,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.473982746,-0.508047629
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2057,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.459236594,0.368198068
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2058,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.131192164,-0.812911978
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2059,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.565236327,-0.426890313
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2060,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.431250451,0.343308302
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2061,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.016478695,-0.025573248
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2062,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.005872079,-0.035006351
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2063,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.304977285,1.120366296
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2064,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.497951123,0.402629234
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2065,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.751949978,1.517886082
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2066,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.531316665,0.432303224
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2067,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.048932847,0.003290188
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2068,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.82239541,-0.198183224
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2069,K20P19_CMIP6,ssp585,miroc_ssp585,proj,6.033825597,1.768575078
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2070,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.21030189,1.036165754
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2071,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.186424833,1.014930447
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2072,K20P19_CMIP6,ssp585,miroc_ssp585,proj,3.818229167,-0.201888515
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2073,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.942657343,0.798133309
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2074,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.932627565,0.789213223
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2075,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.214197943,1.039630749
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2076,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.703987553,0.585869864
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2077,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.407361515,1.21142277
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2078,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.972576843,1.714102866
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2079,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.507236336,1.300247474
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2080,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.687338755,1.460423423
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2081,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.97075212,0.82311969
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2082,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.52423407,1.315364585
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2083,K20P19_CMIP6,ssp585,miroc_ssp585,proj,6.332097713,2.033846469
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2084,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.368537253,0.287533671
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2085,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.782778209,0.655943149
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2086,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.628779626,1.408343256
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2087,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.905408472,0.765005641
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2088,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.730824589,1.499097999
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2089,K20P19_CMIP6,ssp585,miroc_ssp585,proj,6.082737859,1.812075704
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2090,K20P19_CMIP6,ssp585,miroc_ssp585,proj,4.417215332,0.330826024
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2091,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.70742777,1.478289796
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2092,K20P19_CMIP6,ssp585,miroc_ssp585,proj,6.063008283,1.794529002
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2093,K20P19_CMIP6,ssp585,miroc_ssp585,proj,6.164352304,1.884660355
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2094,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.49410163,1.288565987
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2095,K20P19_CMIP6,ssp585,miroc_ssp585,proj,6.028152533,1.76352968
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2096,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.785005012,1.547283919
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2097,K20P19_CMIP6,ssp585,miroc_ssp585,proj,5.672467668,1.447197668
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2098,K20P19_CMIP6,ssp585,miroc_ssp585,proj,6.090624474,1.819089747
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2099,K20P19_CMIP6,ssp585,miroc_ssp585,proj,6.396984876,2.091554538
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1970,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.386405365,-0.647405186
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1971,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.436560434,-1.338809987
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1972,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.222261399,-1.494801113
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1973,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.192714322,-0.788395481
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1974,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.006331663,-0.924065906
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1975,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.508007951,-1.286802385
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1976,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.034442904,-1.631516703
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1977,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.047677318,-0.166056508
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1978,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.768361388,0.358539044
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1979,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,5.187521548,0.663651318
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1980,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.387979127,0.081653721
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1981,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.462598703,0.135970305
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1982,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.022610181,-0.184303211
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1983,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.979199849,-0.215902171
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1984,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.559969322,-1.24897901
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1985,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.135523866,-0.830025177
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1986,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.944461848,-0.96910177
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1987,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.305754246,0.021801133
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1988,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.45261702,-0.599208839
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1989,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.042507605,-0.169819611
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1990,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.746120933,-0.385563424
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1991,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.267097519,-0.73425096
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1992,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.504586819,-1.289292673
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1993,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.41292815,0.099814447
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1994,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.440562767,-0.607983291
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1995,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.59429974,-1.22398944
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1996,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.741786538,-0.388718488
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1997,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.963611108,-0.955162768
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1998,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.932059748,-0.25021608
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),1999,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.382748523,-1.377980394
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2000,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.063150277,-0.882706878
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2001,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.334737182,-0.685015146
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2002,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.666023843,-0.443867165
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2003,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.056594704,-0.159565423
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2004,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.649319098,-0.456026771
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2005,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.727636859,-0.399018229
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2006,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.767278177,-1.098076128
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2007,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.20357739,-1.508401453
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2008,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.203681776,-1.508325469
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2009,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.254929417,-1.471021627
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2010,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.220627029,-1.495990793
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2011,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.72386844,-1.129674655
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2012,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,1.812994063,-1.792712269
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2013,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,2.529435917,-1.271204683
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2014,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.735484308,-0.393305965
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2015,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.713156844,-0.409558424
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2016,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.627213258,0.255795437
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2017,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.060817617,-0.884404852
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2018,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.355822813,0.05824671
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2019,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,4.264651103,-0.008118394
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2020,K20P19_CMIP6,ssp585,gfdl_ssp585,hind,3.045265935,-0.895725129
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2021,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,3.128480793,-0.835151924
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2022,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,4.542576827,0.194187449
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2023,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,2.226724844,-1.491552112
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2024,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,2.414315633,-1.355002274
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2025,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,3.998284387,-0.202010281
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2026,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,4.8108005,0.38943104
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2027,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,2.193121676,-1.516012307
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2028,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,4.703045941,0.310995059
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2029,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,4.530057887,0.185074746
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2030,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,3.672456296,-0.439184896
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2031,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,4.234802876,-0.029845316
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2032,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,4.490369772,0.156185238
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2033,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,3.857367551,-0.304585526
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2034,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,2.531475651,-1.269719933
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2035,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,2.602307843,-1.218160236
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2036,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,5.422532896,0.834719214
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2037,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,5.472375895,0.871000598
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2038,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,5.682530862,1.023975203
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2039,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,3.247973101,-0.748171878
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2040,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,4.955538407,0.494787694
"potential temperature, bottom 5m mean",temp_bottom5m,Summer (Jul - Sep),2041,K20P19_CMIP6,ssp585,gfdl_ssp585,proj,2.730743414,-1.12467027
